product_name,brands,categories,ingredients_text_en,nutriscore_grade,nova_group,ecoscore_grade,quantity,serving_size,nutriments,nutrition_grades,countries_tags
Seeded Sourdough Bread,Specially Selected,"Breads,Sourdough","𝐖𝐡𝐞𝐚𝐭 𝐅𝐥𝐨𝐮𝐫  ( 𝐖𝐡𝐞𝐚𝐭 𝐅𝐥𝐨𝐮𝐫 , calcium carbonate, iron, niacin, thiamin,  𝐖𝐡𝐞𝐚𝐭 𝐆𝐥𝐮𝐭𝐞𝐧 ), water, mixed seeds (10%) (brown linseed, millet seeds, golden linseed, sunflower seeds, poppy seeds, pumpkin seeds),  𝐑𝐲𝐞 𝐅𝐥𝐨𝐮𝐫 ,  malted wheat , salt,  𝐖𝐡𝐞𝐚𝐭 bran ,  malted barley 𝐅𝐥𝐨𝐮𝐫 ,",b,3.0,unknown,500g,1 slice (58 g),"{'carbohydrates': 43, 'carbohydrates_100g': 43, 'carbohydrates_serving': 24.9, 'carbohydrates_unit': 'g', 'carbohydrates_value': 43, 'energy': 1109, 'energy-kcal': 265, 'energy-kcal_100g': 265, 'energy-kcal_serving': 154, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 265, 'energy-kcal_value_computed': 265.1, 'energy_100g': 1109, 'energy_serving': 643, 'energy_unit': 'kcal', 'energy_value': 265, 'fat': 4.9, 'fat_100g': 4.9, 'fat_serving': 2.84, 'fat_unit': 'g', 'fat_value': 4.9, 'fiber': 5.5, 'fiber_100g': 5.5, 'fiber_serving': 3.19, 'fiber_unit': 'g', 'fiber_value': 5.5, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0.260416666666668, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0.260416666666668, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0.260416666666668, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0.260416666666668, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': 1, 'nutrition-score-fr_100g': 1, 'proteins': 9.5, 'proteins_100g': 9.5, 'proteins_serving': 5.51, 'proteins_unit': 'g', 'proteins_value': 9.5, 'salt': 0.825, 'salt_100g': 0.825, 'salt_serving': 0.479, 'salt_unit': 'g', 'salt_value': 0.825, 'saturated-fat': 0.6, 'saturated-fat_100g': 0.6, 'saturated-fat_serving': 0.348, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.6, 'sodium': 0.33, 'sodium_100g': 0.33, 'sodium_serving': 0.191, 'sodium_unit': 'g', 'sodium_value': 0.33, 'sugars': 0.25, 'sugars_100g': 0.25, 'sugars_serving': 0.145, 'sugars_unit': 'g', 'sugars_value': 0.25}",b,en:united-kingdom
Biscoff Creamy,Lotus,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Snacks,Produits à tartiner,Produits à tartiner sucrés,Pâtes à tartiner,Pâtes à tartiner au spéculoos","speculoos 58% (wheat flour, sugar, vegetable oils (palm oil, rapeseed oil), golden syrup, baking powder (sodium acid carbonate), soy flour, salt, cinnamon, rapeseed oil, sugar, emulsifier (soy lecithin), acidifier (citric acid)",e,4.0,unknown,400 g,100g,"{'acides-gras-mono-insatures_100g': 22.6, 'acides-gras-mono-insatures_serving': 3.39, 'acides-gras-polyinsatures_100g': 9.1, 'acides-gras-polyinsatures_serving': 1.36, 'carbohydrates': 57, 'carbohydrates_100g': 57, 'carbohydrates_serving': 57, 'carbohydrates_unit': 'g', 'carbohydrates_value': 57, 'carbon-footprint-from-known-ingredients_100g': 261, 'carbon-footprint-from-known-ingredients_product': 1040, 'carbon-footprint-from-known-ingredients_serving': 261, 'energy': 2435, 'energy-kcal': 584, 'energy-kcal_100g': 584, 'energy-kcal_serving': 584, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 584, 'energy-kcal_value_computed': 584.1, 'energy-kj': 2435, 'energy-kj_100g': 2435, 'energy-kj_serving': 2440, 'energy-kj_unit': 'kJ', 'energy-kj_value': 2435, 'energy-kj_value_computed': 2434.4, 'energy_100g': 2435, 'energy_serving': 2440, 'energy_unit': 'kJ', 'energy_value': 2435, 'fat': 38.1, 'fat_100g': 38.1, 'fat_serving': 38.1, 'fat_unit': 'g', 'fat_value': 38.1, 'fiber': 0.8, 'fiber_100g': 0.8, 'fiber_serving': 0.8, 'fiber_unit': 'g', 'fiber_value': 0.8, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 2.489140625, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 2.489140625, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 26, 'nutrition-score-fr_100g': 26, 'proteins': 2.9, 'proteins_100g': 2.9, 'proteins_serving': 2.9, 'proteins_unit': 'g', 'proteins_value': 2.9, 'salt': 0.54, 'salt_100g': 0.54, 'salt_serving': 0.54, 'salt_unit': 'g', 'salt_value': 0.54, 'saturated-fat': 7.6, 'saturated-fat_100g': 7.6, 'saturated-fat_serving': 7.6, 'saturated-fat_unit': 'g', 'saturated-fat_value': 7.6, 'sodium': 0.216, 'sodium_100g': 0.216, 'sodium_serving': 0.216, 'sodium_unit': 'g', 'sodium_value': 0.216, 'sugars': 36.8, 'sugars_100g': 36.8, 'sugars_serving': 36.8, 'sugars_unit': 'g', 'sugars_value': 36.8}",e,"en:algeria, en:belgium, en:france, en:luxembourg, en:mauritania, en:morocco, en:netherlands, en:switzerland, en:tunisia"
Granola L'Original,"LU, Mondelez International","Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits sucrés & biscuits apéritifs,Biscuits,Biscuits au chocolat,Biscuits sablés,Biscuits nappés au chocolat,Sablés nappés de chocolat,Sablés au chocolat","wheat flour 48%, milk chocolate 27% sugar, cocoa mass, cocoa butter, whey powder (from milk), skimmed milk powder, vegetable fats (palm, shea in varying proportions), concentrated butter, emulsifiers (soy lecithins, e476), lactose (milk), aromamel, vegetable oils (palm, copra), sugar, sugar syrup, wheat bran, baking powder (sodium carbonates,  ammonium carbonates), salt, wheat germ, acidity regulator (citric acid), may contain eggs, nuts, sesame,",e,4.0,d,200 g e,12.5 g,"{'carbohydrates': 62, 'carbohydrates_100g': 62, 'carbohydrates_serving': 7.75, 'carbohydrates_unit': 'g', 'carbohydrates_value': 62, 'carbon-footprint-from-known-ingredients_100g': 218.1, 'carbon-footprint-from-known-ingredients_product': 436, 'carbon-footprint-from-known-ingredients_serving': 27.3, 'energy': 2058, 'energy-kcal': 491, 'energy-kcal_100g': 491, 'energy-kcal_serving': 61.4, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 491, 'energy-kcal_value_computed': 485.6, 'energy-kj': 2058, 'energy-kj_100g': 2058, 'energy-kj_serving': 257, 'energy-kj_unit': 'kJ', 'energy-kj_value': 2058, 'energy-kj_value_computed': 2033.3, 'energy_100g': 2058, 'energy_serving': 257, 'energy_unit': 'kJ', 'energy_value': 2058, 'fat': 23, 'fat_100g': 23, 'fat_serving': 2.88, 'fat_unit': 'g', 'fat_value': 23, 'fiber': 3.5, 'fiber_100g': 3.5, 'fiber_serving': 0.438, 'fiber_unit': 'g', 'fiber_value': 3.5, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 28, 'nutrition-score-fr_100g': 28, 'proteins': 5.9, 'proteins_100g': 5.9, 'proteins_serving': 0.738, 'proteins_unit': 'g', 'proteins_value': 5.9, 'salt': 1.2, 'salt_100g': 1.2, 'salt_serving': 0.15, 'salt_unit': 'g', 'salt_value': 1.2, 'saturated-fat': 12, 'saturated-fat_100g': 12, 'saturated-fat_serving': 1.5, 'saturated-fat_unit': 'g', 'saturated-fat_value': 12, 'sodium': 0.48, 'sodium_100g': 0.48, 'sodium_serving': 0.06, 'sodium_unit': 'g', 'sodium_value': 0.48, 'sugars': 28, 'sugars_100g': 28, 'sugars_serving': 3.5, 'sugars_unit': 'g', 'sugars_value': 28}",e,"en:belgium, en:france, en:martinique, en:morocco, en:reunion, en:switzerland, en:united-states"
PRESSup,jaouda,"Plant-based foods and beverages, Beverages, Plant-based beverages, Fruit-based beverages, Juices and nectars, Fruit nectars, Fruit juices, Orange nectars, en:orange-juices",,c,4.0,a-plus,950g,950g,"{'carbohydrates': 13, 'carbohydrates_100g': 13, 'carbohydrates_serving': 124, 'carbohydrates_unit': 'g', 'carbohydrates_value': 13, 'energy': 226, 'energy-kcal': 54, 'energy-kcal_100g': 54, 'energy-kcal_serving': 513, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 54, 'energy-kcal_value_computed': 54.7, 'energy_100g': 226, 'energy_serving': 2150, 'energy_unit': 'kcal', 'energy_value': 54, 'fat': 0.1, 'fat_100g': 0.1, 'fat_serving': 0.95, 'fat_unit': 'g', 'fat_value': 0.1, 'fiber': 0.1, 'fiber_100g': 0.1, 'fiber_serving': 0.95, 'fiber_unit': 'g', 'fiber_value': 0.1, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 64.25, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 64.25, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 64.25, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 64.25, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 4, 'nutrition-score-fr_100g': 4, 'proteins': 0.4, 'proteins_100g': 0.4, 'proteins_serving': 3.8, 'proteins_unit': 'g', 'proteins_value': 0.4, 'salt': 2.5e-06, 'salt_100g': 2.5e-06, 'salt_serving': 2.37e-05, 'salt_unit': 'g', 'salt_value': 2.5e-06, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_serving': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 1e-06, 'sodium_100g': 1e-06, 'sodium_serving': 9.5e-06, 'sodium_unit': 'g', 'sodium_value': 1e-06, 'sugars': 5.5, 'sugars_100g': 5.5, 'sugars_serving': 52.2, 'sugars_unit': 'g', 'sugars_value': 5.5, 'vitamin-c': 0.028, 'vitamin-c_100g': 0.028, 'vitamin-c_label': 'Vitamine C (acide ascorbique)', 'vitamin-c_serving': 0.266, 'vitamin-c_unit': 'mg', 'vitamin-c_value': 28}",c,en:morocco
Concentré de tomates Aicha,Aicha,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Tomates et dérivés, Tomates, Concentrés de tomates","tomato, salt,",a,3.0,c,370 g,370g,"{'alcohol': 0, 'alcohol_100g': 0, 'alcohol_serving': 0, 'alcohol_unit': '% vol', 'alcohol_value': 0, 'carbohydrates': 23.7, 'carbohydrates_100g': 6.41, 'carbohydrates_serving': 23.7, 'carbohydrates_unit': 'g', 'carbohydrates_value': 23.7, 'energy': 490, 'energy-kcal': 117, 'energy-kcal_100g': 31.6, 'energy-kcal_serving': 117, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 117, 'energy-kcal_value_computed': 122.8, 'energy_100g': 132, 'energy_serving': 490, 'energy_unit': 'kcal', 'energy_value': 117, 'fat': 0.4, 'fat_100g': 0.108, 'fat_serving': 0.4, 'fat_unit': 'g', 'fat_value': 0.4, 'fiber': 3, 'fiber_100g': 0.811, 'fiber_serving': 3, 'fiber_unit': 'g', 'fiber_value': 3, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 99.865, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 99.865, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 99.865, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 99.865, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': -4, 'nutrition-score-fr_100g': -4, 'proteins': 4.6, 'proteins_100g': 1.24, 'proteins_serving': 4.6, 'proteins_unit': 'g', 'proteins_value': 4.6, 'salt': 1, 'salt_100g': 0.27, 'salt_serving': 1, 'salt_unit': 'g', 'salt_value': 1, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_serving': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0.4, 'sodium_100g': 0.108, 'sodium_serving': 0.4, 'sodium_unit': 'g', 'sodium_value': 0.4, 'sugars': 9, 'sugars_100g': 2.43, 'sugars_serving': 9, 'sugars_unit': 'g', 'sugars_value': 9}",a,"en:morocco, en:spain"
Olla,Olla,"Condiments,Sauces,Tomato sauces",,c,4.0,b,110g,,"{'carbohydrates': 8.7, 'carbohydrates_100g': 8.7, 'carbohydrates_unit': 'g', 'carbohydrates_value': 8.7, 'energy': 305, 'energy-kcal': 73, 'energy-kcal_100g': 73, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 73, 'energy-kcal_value_computed': 72.3, 'energy_100g': 305, 'energy_unit': 'kcal', 'energy_value': 73, 'fat': 3.3, 'fat_100g': 3.3, 'fat_unit': 'g', 'fat_value': 3.3, 'fiber': 1.3, 'fiber_100g': 1.3, 'fiber_unit': 'g', 'fiber_value': 1.3, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 70.4, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 70.4, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 70.4, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 70.4, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 9, 'nutrition-score-fr_100g': 9, 'proteins': 1.3, 'proteins_100g': 1.3, 'proteins_unit': 'g', 'proteins_value': 1.3, 'salt': 2.25, 'salt_100g': 2.25, 'salt_unit': 'g', 'salt_value': 2.25, 'saturated-fat': 0.3, 'saturated-fat_100g': 0.3, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.3, 'sodium': 0.9, 'sodium_100g': 0.9, 'sodium_unit': 'g', 'sodium_value': 0.9, 'sugars': 2.3, 'sugars_100g': 2.3, 'sugars_unit': 'g', 'sugars_value': 2.3}",c,en:morocco
Cracotte Céréales Complètes,lu,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Snacks,Céréales et pommes de terre,Tartines craquantes extrudées","cereals 98,3% [whole wheat flour 65,8%, rye flour, wheat flour 10,2%, rice flour, meatnut wheat flour, wheat semolina, buckwheat flour, barley flour], sugar, skimmed milk powder, salt, palm oil, wheat germs, emulsifier (sunflower lecithin),",a,4.0,b,250,7.35 g,"{'carbohydrates': 75, 'carbohydrates_100g': 75, 'carbohydrates_serving': 5.51, 'carbohydrates_unit': 'g', 'carbohydrates_value': 75, 'carbon-footprint-from-known-ingredients_100g': 29.49, 'carbon-footprint-from-known-ingredients_product': 0, 'carbon-footprint-from-known-ingredients_serving': 2.17, 'energy': 1590, 'energy-kcal': 380, 'energy-kcal_100g': 380, 'energy-kcal_serving': 27.9, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 380, 'energy-kcal_value_computed': 380, 'energy_100g': 1590, 'energy_serving': 117, 'energy_unit': 'kcal', 'energy_value': 380, 'fat': 2.8, 'fat_100g': 2.8, 'fat_serving': 0.206, 'fat_unit': 'g', 'fat_value': 2.8, 'fiber': 5.4, 'fiber_100g': 5.4, 'fiber_serving': 0.397, 'fiber_unit': 'g', 'fiber_value': 5.4, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': -1, 'nutrition-score-fr_100g': -1, 'proteins': 11, 'proteins_100g': 11, 'proteins_serving': 0.808, 'proteins_unit': 'g', 'proteins_value': 11, 'salt': 0.004175, 'salt_100g': 0.004175, 'salt_serving': 0.000307, 'salt_unit': 'g', 'salt_value': 0.004175, 'saturated-fat': 1, 'saturated-fat_100g': 1, 'saturated-fat_serving': 0.0735, 'saturated-fat_unit': 'g', 'saturated-fat_value': 1, 'sodium': 0.00167, 'sodium_100g': 0.00167, 'sodium_serving': 0.000123, 'sodium_unit': 'g', 'sodium_value': 0.00167, 'sugars': 7.9, 'sugars_100g': 7.9, 'sugars_serving': 0.581, 'sugars_unit': 'g', 'sugars_value': 7.9}",a,"en:belgium, en:france, en:luxembourg, en:netherlands, en:reunion, en:switzerland"
2 Bars Milk and Hazelnuts,"Kinder Bueno,Kinder","Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Chocolate biscuits,Wafers,Stuffed wafers,Chocolate stuffed wafers","_MILK_ chocolate 31.5% (sugar, cocoa butter, cocoa mass, skimmed _MILK_ powder, concentrated _BUTTER_, emulsifier: lecithins (_SOYA_), vanillin), sugar, palm oil, _WHEAT_ flour, _HAZELNUTS_ (10.5%), skimmed _MILK_ powder, whole _MILK_ powder, chocolate (sugar, cocoa mass, cocoa butter, emulsifier: lecithins (_SOYA_), vanillin), fat-reduced cocoa, emulsifier: lecithins (_SOYA_), raising agents (sodium bicarbonate, ammonium bicarbonate), salt, vanillin.",e,4.0,e,"43 g (2 x 21,5 g)","21,5 g","{'carbohydrates': 49.5, 'carbohydrates_100g': 49.5, 'carbohydrates_serving': 10.6, 'carbohydrates_unit': 'g', 'carbohydrates_value': 49.5, 'carbon-footprint-from-known-ingredients_100g': 185.85, 'carbon-footprint-from-known-ingredients_product': 79.9, 'carbon-footprint-from-known-ingredients_serving': 40, 'energy': 2384, 'energy-kcal': 572, 'energy-kcal_100g': 572, 'energy-kcal_serving': 123, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 572, 'energy-kcal_value_computed': 572.1, 'energy-kj': 2384, 'energy-kj_100g': 2384, 'energy-kj_serving': 513, 'energy-kj_unit': 'kJ', 'energy-kj_value': 2384, 'energy-kj_value_computed': 2383.8, 'energy_100g': 2384, 'energy_serving': 513, 'energy_unit': 'kJ', 'energy_value': 2384, 'fat': 37.3, 'fat_100g': 37.3, 'fat_serving': 8.02, 'fat_unit': 'g', 'fat_value': 37.3, 'fiber': 2, 'fiber_100g': 2, 'fiber_serving': 0.43, 'fiber_unit': 'g', 'fiber_value': 2, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 10.5, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 10.5, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 30, 'nutrition-score-fr_100g': 30, 'proteins': 8.6, 'proteins_100g': 8.6, 'proteins_serving': 1.85, 'proteins_unit': 'g', 'proteins_value': 8.6, 'salt': 0.272, 'salt_100g': 0.272, 'salt_serving': 0.0585, 'salt_unit': 'g', 'salt_value': 0.272, 'saturated-fat': 17.3, 'saturated-fat_100g': 17.3, 'saturated-fat_serving': 3.72, 'saturated-fat_unit': 'g', 'saturated-fat_value': 17.3, 'sodium': 0.1088, 'sodium_100g': 0.1088, 'sodium_serving': 0.0234, 'sodium_unit': 'g', 'sodium_value': 0.1088, 'sugars': 41.2, 'sugars_100g': 41.2, 'sugars_serving': 8.86, 'sugars_unit': 'g', 'sugars_value': 41.2}",e,"en:australia, en:belgium, en:estonia, en:france, en:greece, en:hungary, en:ireland, en:italy, en:latvia, en:lithuania, en:morocco, en:new-zealand, en:poland, en:portugal, en:romania, en:spain, en:switzerland, en:united-kingdom"
Special Muesli 30% fruits & noix,Jordans,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales aux fruits,Mueslis,Mueslis aux fruits",,a,1.0,b,750 g,45 g,"{'carbohydrates': 60, 'carbohydrates_100g': 60, 'carbohydrates_serving': 27, 'carbohydrates_unit': 'g', 'carbohydrates_value': 60, 'carbon-footprint-from-known-ingredients_100g': 65.7, 'carbon-footprint-from-known-ingredients_product': 493, 'carbon-footprint-from-known-ingredients_serving': 29.6, 'energy': 1523, 'energy-kcal': 362, 'energy-kcal_100g': 362, 'energy-kcal_serving': 163, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 362, 'energy-kcal_value_computed': 362.4, 'energy-kj': 1523, 'energy-kj_100g': 1523, 'energy-kj_serving': 685, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1523, 'energy-kj_value_computed': 1526.8, 'energy_100g': 1523, 'energy_serving': 685, 'energy_unit': 'kJ', 'energy_value': 1523, 'fat': 7.2, 'fat_100g': 7.2, 'fat_serving': 3.24, 'fat_unit': 'g', 'fat_value': 7.2, 'fiber': 8.8, 'fiber_100g': 8.8, 'fiber_serving': 3.96, 'fiber_unit': 'g', 'fiber_value': 8.8, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 37.90625, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 37.90625, 'fruits-vegetables-nuts-estimate': 30, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 60, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 60, 'fruits-vegetables-nuts-estimate_100g': 30, 'fruits-vegetables-nuts-estimate_label': 'Fruits, légumes, noix et huiles de colza, noix et olive (estimation avec la liste des ingrédients)', 'fruits-vegetables-nuts-estimate_serving': 30, 'fruits-vegetables-nuts-estimate_unit': 'g', 'fruits-vegetables-nuts-estimate_value': 30, 'iron': 0.0034, 'iron_100g': 0.0034, 'iron_label': 'Fer', 'iron_serving': 0.00153, 'iron_unit': 'g', 'iron_value': 0.0034, 'magnesium': 0.09, 'magnesium_100g': 0.09, 'magnesium_label': 'Magnésium', 'magnesium_serving': 0.0405, 'magnesium_unit': 'g', 'magnesium_value': 0.09, 'nova-group': 1, 'nova-group_100g': 1, 'nova-group_serving': 1, 'nutrition-score-fr': 0, 'nutrition-score-fr_100g': 0, 'potassium': 0.524, 'potassium_100g': 0.524, 'potassium_label': 'Potassium', 'potassium_serving': 0.236, 'potassium_unit': 'g', 'potassium_value': 0.524, 'proteins': 10, 'proteins_100g': 10, 'proteins_serving': 4.5, 'proteins_unit': 'g', 'proteins_value': 10, 'salt': 0.03, 'salt_100g': 0.03, 'salt_serving': 0.0135, 'salt_unit': 'g', 'salt_value': 0.03, 'saturated-fat': 2, 'saturated-fat_100g': 2, 'saturated-fat_serving': 0.9, 'saturated-fat_unit': 'g', 'saturated-fat_value': 2, 'sodium': 0.012, 'sodium_100g': 0.012, 'sodium_serving': 0.0054, 'sodium_unit': 'g', 'sodium_value': 0.012, 'sugars': 17, 'sugars_100g': 17, 'sugars_serving': 7.65, 'sugars_unit': 'g', 'sugars_value': 17, 'vitamin-b1': 0.00023, 'vitamin-b1_100g': 0.00023, 'vitamin-b1_label': 'Vitamine B1 (Thiamine)', 'vitamin-b1_serving': 0.000103, 'vitamin-b1_unit': 'g', 'vitamin-b1_value': 0.00023, 'zinc': 0.0018, 'zinc_100g': 0.0018, 'zinc_label': 'Zinc', 'zinc_serving': 0.00081, 'zinc_unit': 'g', 'zinc_value': 0.0018}",a,"en:belgium, en:france, en:french-polynesia, en:germany, en:italy, en:martinique, en:reunion, en:spain, en:switzerland"
,VIP,"Boissons et préparations de boissons,Aliments et boissons à base de végétaux,Boissons,Aliments d'origine végétale,Préparations pour boissons,Cafés,Boissons instantanées,Cafés solubles",,unknown,,f,100g,,"{'carbohydrates': 0.3, 'carbohydrates_100g': 0.3, 'carbohydrates_unit': 'g', 'carbohydrates_value': 0.3, 'energy': 4, 'energy-kcal': 1, 'energy-kcal_100g': 1, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 1, 'energy-kcal_value_computed': 2, 'energy_100g': 4, 'energy_unit': 'kcal', 'energy_value': 1, 'fat': 0, 'fat_100g': 0, 'fat_unit': 'g', 'fat_value': 0, 'proteins': 0.2, 'proteins_100g': 0.2, 'proteins_unit': 'g', 'proteins_value': 0.2, 'salt': 0, 'salt_100g': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0, 'sodium_100g': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 0, 'sugars_100g': 0, 'sugars_unit': 'g', 'sugars_value': 0}",unknown,en:morocco
Runny Honey imp,Rowse,"Breakfasts, Spreads, Sweet spreads, Bee products, Farming products, Sweeteners, Honeys",honey,e,2.0,a,340 g,1 serving (100 g),"{'carbohydrates': 81.5, 'carbohydrates_100g': 81.5, 'carbohydrates_serving': 81.5, 'carbohydrates_unit': 'g', 'carbohydrates_value': 81.5, 'energy': 1377, 'energy-kcal': 329, 'energy-kcal_100g': 329, 'energy-kcal_serving': 329, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 329, 'energy-kcal_value_computed': 333.5, 'energy_100g': 1380, 'energy_serving': 1377, 'energy_unit': 'kcal', 'energy_value': 329, 'fat': 0.5, 'fat_100g': 0.5, 'fat_serving': 0.5, 'fat_unit': 'g', 'fat_value': 0.5, 'fiber': 0.5, 'fiber_100g': 0.5, 'fiber_serving': 0.5, 'fiber_unit': 'g', 'fiber_value': 0.5, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 2, 'nova-group_100g': 2, 'nova-group_serving': 2, 'nutrition-score-fr': 19, 'nutrition-score-fr_100g': 19, 'proteins': 0.5, 'proteins_100g': 0.5, 'proteins_serving': 0.5, 'proteins_unit': 'g', 'proteins_value': 0.5, 'salt': 0.03, 'salt_100g': 0.03, 'salt_serving': 0.03, 'salt_unit': 'g', 'salt_value': 0.03, 'saturated-fat': 0.2, 'saturated-fat_100g': 0.2, 'saturated-fat_serving': 0.2, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.2, 'sodium': 0.012, 'sodium_100g': 0.012, 'sodium_serving': 0.012, 'sodium_unit': 'g', 'sodium_value': 0.012, 'sugars': 81, 'sugars_100g': 81, 'sugars_serving': 81, 'sugars_unit': 'g', 'sugars_value': 81}",e,"en:france, en:ireland, en:united-kingdom"
